genes	log2FoldChange	pvalue
TRIR	0.162878752	0.041941652
TRMT1	0.174980879	0.112431705
TRMT10C	0.249964595	0.174345165
TRMT112	0.304094195	0.075510703
TRMT1L	0.140682459	0.301872884
TRMT2A	-0.486905015	0.451445411
TRMT2B	0.328611612	0.249366429
TRMT5	2.003371596	0.003268952
TRMT61B	0.31785059	0.171038966
TRNT1	-0.069225073	0.645325922
TRPM5	0.253359658	0.767052214
TRPV2	-0.113599539	0.346375426
TRRAP	0.943413943	0.001647948
TRUB1	-0.00055933	0.998937527
TSC2	0.10531652	0.575720282
TSC22D1	-0.060567703	0.899753656
TSC22D2	0.002190053	0.981230153
TSC22D4	0.073692322	0.696584579
TSFM	0.248651087	0.171758688
TSG101	-0.035591006	0.416613388
TSN	0.017799735	0.912217815
TSNAX	0.123562276	0.685267666
TSPAN14	0.220163941	0.414869732
TSPAN18	0.009388447	0.946488398
TSPAN6	-0.05861632	0.744912338
TSPO	0.137429953	0.482897026
TSPYL1	1.700016168	0.023478456
TSR1	0.139977694	0.569214987
TSR2	1.040879488	0.023596188
TSSC4	-0.063147902	0.489141825
TST	-0.1821841	0.110264505
TSTD1	0.251614475	0.809596745
TTC1	0.165598392	0.068687119
TTC27	0.210039198	0.133890393
TTC28	-0.274115711	0.542190271
TTC37	0.043294311	0.801620459
TTC38	0.281380355	0.239809358
TTC39A	-0.005165666	0.98942676
TTC4	-1.378850162	0.024405411
TTC5	0.267909825	0.048299733
TTC7B	0.206442177	0.11513862
TTLL12	0.034446537	0.294840977
TTN	0.213688374	0.253149128
TTYH3	0.700544745	0.009796375
TUBA1A	0.302817106	0.024408195
TUBA1C	0.12968874	0.699325647
TUBA4A	0.51715064	0.032367482
TUBAL3	-0.125465989	0.631411525
TUBB	0.771109045	0.007538407
TUBB2A;TUBB2B	0.085671067	0.687861341
TUBB3	0.220076203	0.016808325
TUBB4B	0.1415627	0.350271163
TUBB6	0.152840197	0.008966055
TUBB8	-0.761410468	0.328705989
TUBG1	0.098012328	0.48327627
TUBGCP2	0.073637694	0.563847971
TUBGCP3	0.134900093	0.220757958
TUFM	0.027184069	0.583091392
TVP23C;TVP23B	0.006003869	0.985278339
TWF1	0.047964931	0.51618626
TWF2	0.218746483	0.002526561
TXLNA	0.013649523	0.902954081
TXLNG	-0.120695055	0.611623767
TXN	0.313220382	0.138240962
TXN2	0.8311041	0.000546075
TXNDC12	-0.0719046	0.700453479
TXNDC17	0.280079663	0.179815923
TXNDC5	0.23647505	0.515836978
TXNDC9	0.517822385	0.087379547
TXNL1	0.025798798	0.37383417
TXNL4A	0.58060956	0.030526302
TXNRD1	0.202162325	0.154662926
TXNRD2	0.082117856	0.155348008
TYMP	0.279200971	0.341184723
TYMS	0.054471135	0.859929728
U2AF1L5;U2AF1	0.098670125	0.484678913
U2AF2	0.005331099	0.982838494
U2SURP	0.038815796	0.517662237
UACA	0.051977754	0.312018091
UAP1	-0.001014352	0.996028918
UAP1L1	0.280359328	0.235712906
UBA1	0.075331807	0.164877453
UBA2	0.20574981	0.002183753
UBA3	0.017023683	0.740271779
UBA5	-0.267458618	0.049343771
UBA6	0.28899157	0.001990276
UBA7	0.146949649	0.661223808
UBAP1	-0.065731943	0.737597639
UBAP2	0.27999115	0.170786392
UBAP2L	0.021618605	0.874833133
UBE2D2	0.772310495	0.000128685
UBE2E1	0.519569337	0.17249634
UBE2E2	0.153229356	0.409702276
UBE2F	-0.038569987	0.644564177
UBE2G1	0.977550805	0.032777567
UBE2G2	0.177389979	0.11392516
UBE2H	0.263580918	0.066770597
UBE2I	0.358374715	0.271307954
UBE2J1	0.409803689	0.25566657
UBE2K	0.293002665	0.005119759
UBE2L3	0.172200978	0.042312325
UBE2L6	0.001140833	0.997844628
UBE2M	-0.121657968	0.090503696
UBE2N	0.071001649	0.760916155
UBE2O	0.030883849	0.614679457
UBE2Q1	-0.110615432	0.270221733
UBE2R2	0.017423272	0.812880807
UBE2V1	0.101721644	0.025094284
UBE2V2	-0.04318583	0.864882021
UBE2Z	-0.720838606	0.008976737
UBE3A	-0.010249317	0.898821379
UBE3C	-0.164430737	0.272675043
UBE4A	-0.100616157	0.157563575
UBE4B	0.016395867	0.892268064
UBFD1	0.011893272	0.921573685
UBL4A	-0.256094337	0.010030115
UBL5	0.31452632	0.192689863
UBL7	0.03848964	0.824129007
UBLCP1	0.032529473	0.853912173
UBP1	0.497931302	0.00019031
UBQLN1	-0.010829389	0.879320899
UBQLN2	0.02235651	0.845565684
UBQLN4	-0.103716552	0.436357079
UBR1	0.016212165	0.888974845
UBR3	-0.017019272	0.857432482
UBR4	0.045221031	0.682366725
UBR5	0.228422761	0.036110865
UBR7	0.451076388	0.427037317
UBTD2	1.051416318	0.017400703
UBTF	-0.024130523	0.590095611
UBXN1	1.118182421	0.000238707
UBXN4	0.003310502	0.970993697
UBXN6	-0.120109856	0.183066194
UBXN7	0.300450802	0.012512691
UCHL1	0.104580522	0.598424693
UCHL3	0.094364941	0.369088071
UCHL5	-0.004411161	0.949737221
UCK2	0.001653492	0.994326889
UFC1	0.272292435	0.284831889
UFD1	0.282212496	0.050378851
UFL1	0.181273878	0.029838256
UFM1	-0.791183889	0.046636934
UFSP2	0.137827396	0.383229437
UGDH	0.148816466	0.032350888
UGGT1	0.026675403	0.821683454
UGP2	0.217015266	0.051632952
UHRF1BP1	-0.003500342	0.983861398
UMPS	-0.107118011	0.277140699
UNC119	0.955938041	0.003684677
UNC119B	0.008556068	0.943212129
UNC45A	0.189838529	0.001194074
UPF1	0.072292089	0.275205187
UPF2	0.237919211	0.313021183
UPP1	0.432476997	0.043321463
UQCC2	0.180125356	0.268961181
UQCR10	0.129079223	0.244149517
UQCRB	0.106509209	0.456121067
UQCRC1	0.047437549	0.652385448
UQCRC2	-0.052102089	0.582732204
UQCRFS1	-0.001913309	0.985720854
UQCRH	-0.106235147	0.165524984
UQCRQ	0.219741344	0.199637016
URB1	0.890428454	0.426132335
URI1	0.240142822	0.112395446
UROD	-0.116247118	0.400247342
UROS	-0.016288042	0.941437864
USE1	0.074100614	0.58341511
USO1	-0.0161075	0.823672574
USP10	0.05026865	0.480003709
USP14	-0.099441767	0.109807091
USP15	0.208619773	0.025877852
USP19	0.037287056	0.583563238
USP22	0.447923024	0.022056297
USP24	0.003872782	0.982585917
USP25	0.041649938	0.645105471
USP34	-0.122576407	0.748945327
USP39	-0.351310313	0.000950419
USP4	0.148091376	0.260072941
USP40	-0.32974158	0.220485519
USP47	-0.069463968	0.225134472
USP48	0.115176141	0.522761239
USP5	0.170685768	0.142000746
USP7	-0.013976693	0.70290925
USP8	0.016912699	0.885068911
USP9X	0.043493032	0.299264799
UTP14A	0.116455317	0.442763167
UTP15	-0.006784201	0.981110422
UTP18	0.192234516	0.380319839
UTP20	0.525025725	0.076374411
UTP3	0.866603732	0.007171816
UTP4	-0.186992288	0.350345315
UTP6	-0.036041141	0.887654447
UTRN	0.022990108	0.706442099
VAC14	-0.073036075	0.492352355
VAMP2	0.013459206	0.878048862
VAMP3	0.103766799	0.385458261
VAMP5	0.160877049	0.213053366
VAMP7	0.960286379	0.000293443
VAMP8	0.672920664	0.546840274
VAPA	-0.00774163	0.923397373
VAPB	-0.011220336	0.910629803
VARS1	0.045324147	0.433240493
VARS2	-0.117659569	0.408809827
VASP	0.133449495	0.166469145
VAT1	0.116621673	0.002387414
VAV2	0.107355475	0.134457021
VBP1	0.367218256	0.047683261
VCL	0.103651583	0.104306149
VCP	0.037261605	0.504016856
VCPIP1	0.003094554	0.970022466
VDAC1	0.278690815	0.174681292
VDAC2	0.201465607	0.090787736
VDAC3	0.206436038	0.105795075
VEZT	-0.188659227	0.687295777
VHL	0.181579113	0.164367359
VIM	0.085999489	0.650082158
VIPAS39	0.032366097	0.740957648
VIRMA	-0.315749884	0.156572168
VMAC	-0.092314175	0.766601506
VMP1	0.279268861	0.438203511
VPS11	0.163747489	0.099533681
VPS13A	0.134178281	0.312112857
VPS13C	0.022434056	0.791650625
VPS16	0.303707123	0.012849178
VPS18	-0.143411934	0.032245361
VPS25	0.271181464	0.074377932
VPS26A	0.049458146	0.40755564
VPS26B	0.094146252	0.233494985
VPS26C	0.078693151	0.599987701
VPS28	-0.019263506	0.785765009
VPS29	0.153533816	0.226504983
VPS33A	0.192072451	0.007062515
VPS33B	-0.124873459	0.082961561
VPS35	0.105224013	0.420420252
VPS35L	-0.082899034	0.174272242
VPS36	-0.193418443	0.292810742
VPS37A	0.053312659	0.704854008
VPS37B	0.16215086	0.321516718
VPS37C	0.043316185	0.700920457
VPS39	0.054770947	0.71646854
VPS41	-0.058784485	0.685929001
VPS45	0.066269815	0.592078957
VPS4A	0.412040114	0.001507315
VPS4B	-0.009625137	0.784742944
VPS50	0.080918431	0.665918376
VPS51	0.053002834	0.613959955
VPS52	-0.013226032	0.931493821
VPS53	0.459456205	0.001036326
VPS8	0.060816288	0.664792524
VRK1	0.189339936	0.471719965
VRK2	-0.043630421	0.74110405
VTA1	-0.29234761	0.151403491
VTI1A	0.166621447	0.65407977
VTI1B	0.047210455	0.707972297
VTN	-0.104766275	0.921600908
VWA5A	0.659405529	0.172952201
VWA8	-0.068230093	0.799073073
VWF	-0.013204992	0.956003616
WAPL	0.209118903	0.138966962
WARS1	-0.089435339	0.610794558
WASF2	0.268889844	0.001321232
WASH3P;WASH2P	-0.00101912	0.993359004
WASH6P	0.239299774	0.10300638
WASHC2A	-0.04503876	0.57486213
WASHC2C	0.174499899	0.663345336
WASHC3	-1.474470973	7.64E-05
WASHC4	-0.195541203	0.229816734
WASHC5	-0.104000747	0.54862953
WASL	0.074686825	0.469670433
WBP11	-0.003773749	0.934719027
WDFY1	-0.004959464	0.942124328
WDFY3	0.86071676	0.002045786
WDR1	0.202726424	0.059511495
WDR11	-0.056738257	0.496322043
WDR12	0.402373493	0.013908739
WDR18	0.118416131	0.142813606
WDR20	-0.142832845	0.533495869
WDR26	0.720012307	0.000470104
WDR3	0.124009401	0.673258585
WDR33	0.000900745	0.996577309
WDR36	0.590260208	0.021644581
WDR37	0.349767029	0.056311304
WDR4	1.296327353	0.000274336
WDR43	0.008421838	0.969789722
WDR44	0.03704536	0.863562548
WDR45B	1.335288763	0.001165363
WDR46	0.414810568	0.403784462
WDR48	0.090575933	0.401412526
WDR5	0.170435607	0.189238198
WDR55	-0.12016511	0.18152951
WDR6	-0.186847389	0.008085908
WDR61	0.408928931	0.001270919
WDR70	0.09081465	0.333028998
WDR73	-1.213629564	0.046930563
WDR74	0.659612815	0.062480808
WDR75	0.340929866	0.148634589
WDR77	0.025245905	0.872802174
WDR82	-0.121440232	0.492647965
WDR83OS	0.295876205	0.324969619
WDR89	0.855957985	2.89E-05
WFS1	-0.150538921	0.027280903
WIPF2	-0.118648887	0.535931219
WIPI2	-0.540256202	0.034630865
WIZ	0.052332103	0.707914292
WNK1	-0.061140239	0.624130501
WRAP53	0.890245104	0.257054193
WRNIP1	-0.074211121	0.789910424
WTAP	0.051910222	0.552151912
WWC3	0.109730005	0.471964415
WWTR1	-0.052705407	0.761695511
XAB2	-0.056066155	0.690124804
XAF1	0.665725872	0.142304371
XIAP	-0.068384528	0.488235151
XPC	0.052251995	0.846385752
XPNPEP1	0.070085704	0.209887398
XPNPEP3	0.804064929	0.021015877
XPO1	0.046075344	0.354694531
XPO4	0.336457014	0.021396795
XPO5	-0.121632874	0.1336108
XPO6	1.906227887	0.087033076
XPO7	-0.064159453	0.246314468
XPOT	0.138602436	0.037921845
XRCC1	-0.120052278	0.21378729
XRCC5	0.001509726	0.974731067
XRCC6	0.073698997	0.076710413
XRN1	0.267433345	0.030663993
XRN2	0.161922157	0.016367355
XXYLT1	0.289297879	0.341154419
YAP1	0.111727834	0.539970248
YARS1	0.049984574	0.563664054
YARS2	-0.274575353	0.12012886
YBX1	0.0413903	0.814941903
YBX3	-0.044651747	0.765316902
YES1	0.243095517	0.011899147
YIF1B	0.210146844	0.418738914
YIPF2	0.847369492	0.140682987
YIPF3	0.635869026	0.014203401
YIPF6	0.260450363	0.407932004
YJU2	0.566036046	0.003424703
YKT6	0.005293787	0.963296722
YLPM1	-0.05398941	0.567500114
YME1L1	0.166837633	0.048112974
YPEL5	0.075688779	0.512470356
YTHDC2	0.186668217	0.026064224
YTHDF1	-0.093409198	0.636651664
YTHDF2	0.062404513	0.359308214
YTHDF3	0.012456417	0.8610345
YWHAB	0.032432258	0.681810683
YWHAE	0.013717532	0.73237494
YWHAG	0.178346097	0.222073249
YWHAH	0.073035479	0.190870627
YWHAQ	0.003003359	0.986585163
YWHAZ	0.060748696	0.718674521
ZADH2	-0.335247517	0.003162058
ZBTB2	0.274734557	0.23773746
ZC3H11A	0.036193728	0.77293218
ZC3H13	0.202737927	0.223580662
ZC3H14	0.077322304	0.085886147
ZC3H15	0.008945048	0.964620801
ZC3H18	-0.055253863	0.711844971
ZC3H4	-0.021775424	0.732854535
ZC3H7A	0.022385895	0.867896229
ZC3H7B	1.282961309	4.70E-05
ZC3HAV1	0.051725328	0.667076125
ZC3HAV1L	0.066521466	0.642954649
ZC3HC1	0.002348185	0.981676215
ZCCHC3	0.479423642	0.05187737
ZCCHC8	-0.028623581	0.80738485
ZDHHC13	0.001927912	0.96907902
ZFAND1	-0.006785572	0.955373374
ZFAND2B	-0.081753194	0.190212145
ZFAND5	0.040287703	0.819453103
ZFP36L2	1.219573983	0.313004154
ZFP91	0.10435915	0.655039748
ZFPL1	0.037744045	0.822804871
ZFPM1	0.246912539	0.30072708
ZFR	0.039164007	0.45215125
ZFYVE1	-0.228209251	0.74726693
ZFYVE16	-0.024808645	0.788234621
ZFYVE21	0.584587594	0.090298032
ZGPAT	0.098784626	0.255861447
ZMPSTE24	0.071588516	0.75379106
ZMYND8	0.073268414	0.54802476
ZNF185	0.071808815	0.704753747
ZNF207	0.113189757	0.400056728
ZNF326	0.000767887	0.991365849
ZNF346	0.201028973	0.526049282
ZNF354C	0.585916292	0.410211695
ZNF428	0.27715677	0.052367726
ZNF512	-0.844226138	0.071110343
ZNF579	0.396231515	0.343197385
ZNF593	0.063263118	0.795059098
ZNF598	0.0544824	0.851767554
ZNF622	0.013335109	0.944207233
ZNF638	-0.020127714	0.909431934
ZNF787	0.244121149	0.592514416
ZNF823	0.064279974	0.90063255
ZNFX1	0.272712916	0.1311552
ZNRD2	0.193266988	0.134969425
ZPR1	0.07018286	0.366767426
ZRANB2	0.132237196	0.052471652
ZSWIM8	2.199298978	0.00054776
ZW10	0.03554374	0.732985899
ZYX	0.146069944	0.443157723
ZZEF1	0.309816241	0.121688868
